id,code,name,brand,category,price,stock,compatibility,description,image,oem_codes,installation_difficulty,warranty_months,weight,dimensions_length,dimensions_width,dimensions_height,supplier_name,supplier_code,supplier_lead_time_days
P085,NGK-Vela-de-Ignição-297,Vela de Ignição NGK,NGK,eletrica,48.77,144,"Fiat Uno 2000-2005",Vela de Ignição de alta qualidade da marca NGK. Ideal para seu veículo.,/images/eletrica-85.jpg,"OEM-68571-7",fácil,6,0.06,6.59,3.69,2.83,AutoPartes S.A.,S-123,3
P086,Cofap-Mola-de-Suspensão-771,Mola de Suspensão Cofap,Cofap,suspensao,108.97,103,"VW Gol 2011-2015|Chevrolet Onix 2016-2020",Mola de Suspensão de alta qualidade da marca Cofap. Ideal para seu veículo.,/images/suspensao-86.jpg,"OEM-80435-8",médio,12,3.88,52.36,24.16,10.84,Transmissões Brasil,TB-010,10
P087,SKF-Bomba-de-Água-394,Bomba de Água SKF,SKF,motor,265.49,114,"Honda Civic 2016-2020",Bomba de Água de alta qualidade da marca SKF. Ideal para seu veículo.,/images/motor-87.jpg,,fácil,12,0.70,49.25,12.63,11.83,Componentes Master,CM-001,4
P088,TRW-Cilindro-Mestre-434,Cilindro Mestre TRW,TRW,freios,288.66,90,"Hyundai HB20 2000-2005",Cilindro Mestre de alta qualidade da marca TRW. Ideal para seu veículo.,/images/freios-88.jpg,"OEM-72506-6",difícil,12,1.80,27.35,16.59,13.73,Distribuidora Autopeças,D-456,5
P089,Fram-Filtro-de-Óleo-341,Filtro de Óleo Fram,Fram,filtros,38.80,105,"Hyundai HB20 2011-2015",Filtro de Óleo de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-89.jpg,"OEM-62187-5",fácil,6,0.30,10.02,6.59,7.20,AutoPartes S.A.,S-123,3
P090,Pirelli-Pneu-Aro-16-160,Pneu Aro 16 Pirelli,Pirelli,pneus,473.49,114,"VW Saveiro 2011-2015",Pneu Aro 16 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-90.jpg,"OEM-54316-2",difícil,24,9.39,52.27,14.93,19.00,Transmissões Brasil,TB-010,10
P091,Bosch-Cilindro-Mestre-596,Cilindro Mestre Bosch,Bosch,freios,275.63,138,"Chevrolet Tracker 2006-2010",Cilindro Mestre de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/freios-91.jpg,"OEM-92900-3",difícil,12,1.65,29.98,16.29,19.51,Componentes Master,CM-001,4
P092,NGK-Vela-de-Ignição-783,Vela de Ignição NGK,NGK,eletrica,49.91,105,"Ford Ka 2000-2005",Vela de Ignição de alta qualidade da marca NGK. Ideal para seu veículo.,/images/eletrica-92.jpg,"OEM-54446-4",fácil,6,0.08,33.15,9.75,9.75,AutoPartes S.A.,S-123,3
P093,Sabó-Válvula-Termostática-891,Válvula Termostática Sabó,Sabó,motor,76.47,103,"Jeep Renegade 2006-2010",Válvula Termostática de alta qualidade da marca Sabó. Ideal para seu veículo.,/images/motor-93.jpg,"OEM-72506-6",médio,12,0.48,26.47,10.66,13.73,Distribuidora Autopeças,D-456,5
P094,Monroe-Bandeja-507,Bandeja Monroe,Monroe,suspensao,299.70,103,"Toyota Corolla 2006-2010",Bandeja de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-94.jpg,"OEM-43666-6",médio,12,6.58,59.20,30.34,30.00,Componentes Master,CM-001,4
P095,Valeo-Farol-146,Farol Valeo,Valeo,carroceria,205.25,99,"Toyota Corolla 2016-2020",Farol de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-95.jpg,"OEM-43603-9",médio,3,1.96,48.06,21.84,19.51,Iluminação Veicular Ltda.,I-789,7
P096,Contitech-Correia-Dentada-176,Correia Dentada Contitech,Contitech,motor,139.75,131,"Ford Ka 2000-2005",Correia Dentada de alta qualidade da marca Contitech. Ideal para seu veículo.,/images/motor-96.jpg,"OEM-35058-2",difícil,12,0.30,48.21,11.51,10.84,Acessórios Auto,AA-200,2
P097,SKF-Pivô-832,Pivô SKF,SKF,suspensao,89.60,119,"Fiat Palio 2000-2005",Pivô de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-97.jpg,"OEM-88921-6",fácil,6,1.31,58.89,30.34,30.00,Componentes Master,CM-001,4
P098,Jurid-Pastilha-de-Freio-426,Pastilha de Freio Jurid,Jurid,freios,75.64,128,"Hyundai HB20 2006-2010",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-98.jpg,"OEM-76503-4",fácil,6,0.59,38.27,15.75,18.84,Distribuidora Autopeças,D-456,5
P099,Delphi-Alternador-161,Alternador Delphi,Delphi,eletrica,750.43,89,"Hyundai HB20 2000-2005",Alternador de alta qualidade da marca Delphi. Ideal para seu veículo.,/images/eletrica-99.jpg,"OEM-44485-6",difícil,24,9.20,41.48,22.42,26.47,AutoPartes S.A.,S-123,3
P100,Fram-Filtro-de-Cabine-316,Filtro de Cabine Fram,Fram,filtros,30.99,143,"Fiat Palio 2021-2024",Filtro de Cabine de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-100.jpg,"OEM-76290-7",fácil,6,0.22,12.01,8.02,8.69,AutoPartes S.A.,S-123,3
